Customer ID,Country,State,City,Zip Code,Latitude,Longitude,Population,Age,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
5605-XNWEN,United States,California,Montebello,90640,34.015217,-118.109962,62425,77,Male,No,Yes,Yes,No,0,No,0,72,None,Yes,28.99,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25,1802.55,28.93,0,2087.28,3860.9,Q3,5,Stayed,No,0,69,4055,Not Applicable,Not Applicable
2519-LBNQL,United States,California,Artesia,90701,33.867593,-118.080637,16398,80,Male,No,Yes,Yes,No,0,Yes,2,60,None,Yes,22.95,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.35,6339.45,41.23,0,1377,7675.22,Q3,4,Stayed,No,0,73,4040,Not Applicable,Not Applicable
8623-ULFNQ,United States,California,Cerritos,90703,33.8681,-118.067402,51556,79,Female,No,Yes,No,No,0,No,0,26,None,Yes,12.09,Yes,Yes,DSL,15,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,47.73,0,314.34,1919.01,Q3,5,Stayed,No,0,43,3225,Not Applicable,Not Applicable
7789-HKSBS,United States,California,Lakewood,90713,33.847755,-118.112532,27563,79,Female,No,Yes,Yes,No,0,Yes,2,42,None,Yes,35.38,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,4599.15,40.46,0,1485.96,6044.65,Q3,3,Stayed,No,0,36,5573,Not Applicable,Not Applicable
2070-XYMFH,United States,California,Long Beach,90815,33.797638,-118.11662,38902,66,Female,No,Yes,No,No,0,No,0,23,None,Yes,8.72,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.35,1835.3,15.41,0,200.56,2020.45,Q3,5,Stayed,No,0,50,3558,Not Applicable,Not Applicable
5663-QBGIS,United States,California,La Canada Flintridge,91011,34.234912,-118.153729,20200,65,Male,No,Yes,Yes,No,0,No,0,72,None,Yes,44.61,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,98.35,6929.4,0,0,3211.92,10141.32,Q3,3,Stayed,No,0,73,6120,Not Applicable,Not Applicable
3402-XRIUO,United States,California,Glendale,91201,34.17051,-118.289463,23981,73,Female,No,Yes,Yes,No,0,Yes,5,22,Offer D,Yes,17.22,Yes,Yes,DSL,25,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,63.55,1381.8,0,0,378.84,1760.64,Q3,3,Stayed,No,0,36,2136,Not Applicable,Not Applicable
8058-DMYRU,United States,California,Glendale,91208,34.195386,-118.238508,16910,69,Male,No,Yes,No,No,0,No,0,54,None,Yes,18.58,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,90.05,4931.8,0,0,1003.32,5935.12,Q3,5,Stayed,No,0,23,5232,Not Applicable,Not Applicable
3537-RYBHH,United States,California,Northridge,91324,34.238208,-118.55029,25751,78,Female,No,Yes,Yes,No,0,Yes,1,47,None,Yes,46.77,Yes,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,67.45,3252,0,0,2198.19,5450.19,Q3,3,Stayed,No,0,67,4074,Not Applicable,Not Applicable
0523-VNGTF,United States,California,Sun Valley,91352,34.231053,-118.338307,46639,78,Female,No,Yes,No,No,0,No,0,52,None,No,0,No,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.5,2566.3,0,0,0,2566.3,Q3,3,Stayed,No,0,70,5185,Not Applicable,Not Applicable
7105-MXJLL,United States,California,Valencia,91355,34.43987,-118.644609,24977,76,Female,No,Yes,Yes,No,0,Yes,2,26,None,Yes,17.12,No,Yes,Cable,17,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,1597.4,0,0,445.12,2042.52,Q3,5,Stayed,No,0,68,2502,Not Applicable,Not Applicable
7064-FRRSW,United States,California,Tarzana,91356,34.157137,-118.548511,27424,71,Male,No,Yes,No,No,0,No,0,48,None,Yes,5.87,Yes,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99,4744.35,0,0,281.76,5026.11,Q3,4,Stayed,No,0,78,3061,Not Applicable,Not Applicable
1636-NTNCO,United States,California,Valley Village,91607,34.165783,-118.399795,27453,72,Male,No,Yes,No,No,0,No,0,4,None,No,0,No,Yes,DSL,10,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,50.95,207.35,0,0,0,207.35,Q3,3,Stayed,No,0,33,2104,Not Applicable,Not Applicable
3219-JQRSL,United States,California,Monterey Park,91755,34.049172,-118.115022,26933,70,Female,No,Yes,Yes,No,0,Yes,1,72,None,Yes,24.44,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,89.1,6352.4,0,0,1759.68,8112.08,Q3,3,Stayed,No,0,39,4627,Not Applicable,Not Applicable
1845-CSBRZ,United States,California,Pomona,91766,34.042286,-117.756106,69974,71,Female,No,Yes,Yes,Yes,1,Yes,7,22,Offer D,Yes,40.19,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,85.35,1961.6,0,0,884.18,2845.78,Q3,5,Stayed,No,0,49,2656,Not Applicable,Not Applicable
3723-BFBGR,United States,California,Borrego Springs,92004,33.200369,-116.192313,2863,74,Male,No,Yes,No,No,0,No,0,24,None,Yes,8.66,Yes,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,1291.3,0,110,207.84,1609.14,Q3,5,Stayed,No,0,25,4330,Not Applicable,Not Applicable
5692-ICXLW,United States,California,Escondido,92027,33.141265,-116.967221,48690,75,Male,No,Yes,No,No,0,No,0,31,None,Yes,46.71,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,2845.15,0,100,1448.01,4393.16,Q3,5,Stayed,No,0,60,3493,Not Applicable,Not Applicable
7020-OZKXZ,United States,California,Vista,92084,33.22784,-117.200024,44692,65,Female,No,Yes,No,No,0,No,0,9,None,Yes,24.96,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,637.4,0,0,224.64,862.04,Q3,3,Stayed,No,0,30,3021,Not Applicable,Not Applicable
0308-GIQJT,United States,California,San Diego,92126,32.886925,-117.152162,74232,80,Male,No,Yes,No,No,0,No,0,71,None,Yes,6.1,Yes,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0,0,433.1,7815.95,Q3,4,Stayed,No,0,54,4921,Not Applicable,Not Applicable
8775-ERLNB,United States,California,Indio,92203,33.752938,-116.230055,2743,76,Male,No,Yes,Yes,No,0,Yes,7,1,None,Yes,17.84,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,0,0,17.84,92.14,Q3,5,Joined,No,0,47,2968,Not Applicable,Not Applicable
8309-IEYJD,United States,California,Indian Wells,92210,33.537646,-116.291089,3873,73,Female,No,Yes,No,No,0,No,0,1,Offer E,Yes,32.61,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,70.6,70.6,0,30,32.61,133.21,Q3,4,Joined,No,0,25,2576,Not Applicable,Not Applicable
7361-YPXFS,United States,California,Brawley,92227,33.03933,-115.191857,23394,67,Female,No,Yes,No,No,0,No,0,28,None,Yes,12.72,Yes,Yes,Cable,23,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.45,1867.6,0,0,356.16,2223.76,Q3,4,Stayed,No,0,37,3820,Not Applicable,Not Applicable
6557-BZXLQ,United States,California,Cabazon,92230,33.929812,-116.76058,2355,66,Male,No,Yes,No,No,0,No,0,16,Offer D,Yes,22.9,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,0,0,366.4,1409.7,Q3,3,Stayed,No,0,63,5610,Not Applicable,Not Applicable
4832-VRBMR,United States,California,Parker Dam,92267,34.273872,-114.192901,131,65,Male,No,Yes,Yes,No,0,Yes,1,65,None,Yes,16.65,Yes,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,6792.45,0,0,1082.25,7874.7,Q3,3,Stayed,No,0,51,6441,Not Applicable,Not Applicable
7901-TBKJX,United States,California,Twentynine Palms,92278,34.457829,-116.139589,14104,76,Male,No,Yes,No,No,0,No,0,56,None,Yes,5.19,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05,5594,0,10,290.64,5894.64,Q3,3,Stayed,No,0,65,5514,Not Applicable,Not Applicable
9919-FZDED,United States,California,Yucca Valley,92284,34.159534,-116.425984,20486,79,Male,No,Yes,Yes,No,0,Yes,1,72,None,Yes,17.3,Yes,Yes,DSL,23,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,84.1,5981.65,0,0,1245.6,7227.25,Q3,3,Stayed,No,0,63,4671,Not Applicable,Not Applicable
7206-PQBBZ,United States,California,Fontana,92336,34.136367,-117.460803,54586,76,Male,No,Yes,Yes,No,0,Yes,7,11,Offer D,Yes,24.42,No,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,0,0,268.62,1103.32,Q3,3,Stayed,No,0,29,2848,Not Applicable,Not Applicable
4079-VTGLK,United States,California,Riverside,92501,33.994676,-117.372498,18999,77,Male,No,Yes,Yes,No,0,Yes,7,30,None,Yes,40.5,Yes,Yes,DSL,8,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,2181.75,0,0,1215,3396.75,Q3,5,Stayed,No,0,27,5610,Not Applicable,Not Applicable
2931-VUVJN,United States,California,Murrieta,92562,33.548869,-117.334165,36149,71,Female,No,Yes,Yes,No,0,No,0,59,None,Yes,19.14,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,0,30,1129.26,6643.16,Q3,3,Stayed,No,0,30,5061,Not Applicable,Not Applicable
2878-RMWXY,United States,California,Temecula,92590,33.475493,-117.219551,3070,75,Male,No,Yes,Yes,No,0,Yes,5,72,None,Yes,28.5,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,0,0,2052,9602.3,Q3,3,Stayed,No,0,66,4680,Not Applicable,Not Applicable
7375-WMVMT,United States,California,Wildomar,92595,33.617108,-117.253349,19368,75,Male,No,Yes,Yes,No,0,Yes,2,71,None,Yes,1.23,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,95.5,6707.15,0,0,87.33,6794.48,Q3,4,Stayed,No,0,80,6412,Not Applicable,Not Applicable
7622-FWGEW,United States,California,Costa Mesa,92626,33.678591,-117.905471,48207,71,Male,No,Yes,Yes,No,0,Yes,8,56,None,Yes,31.68,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,85.65,4824.45,0,0,1774.08,6598.53,Q3,3,Stayed,No,0,70,6500,Not Applicable,Not Applicable
0380-NEAVX,United States,California,Newport Beach,92660,33.634626,-117.874882,28687,72,Male,No,Yes,No,No,0,No,0,34,None,Yes,35,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,3343.15,0,0,1190,4533.15,Q3,5,Stayed,No,0,71,5626,Not Applicable,Not Applicable
8495-LJDFO,United States,California,Rancho Santa Margarita,92688,33.624654,-117.611733,42193,76,Female,No,Yes,No,No,0,No,0,64,None,Yes,22.86,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0,0,1463.04,8574.34,Q3,4,Stayed,No,0,26,5780,Not Applicable,Not Applicable
1302-UHBDD,United States,California,Ladera Ranch,92694,33.569186,-117.640055,350,70,Male,No,Yes,No,No,0,No,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0,0,969.2,2617.65,Q3,4,Stayed,No,0,33,4812,Not Applicable,Not Applicable
3597-YASZG,United States,California,Tustin,92782,33.738543,-117.785046,17494,73,Female,No,Yes,Yes,No,0,Yes,3,70,Offer A,Yes,39.34,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.45,7349.35,0,0,2753.8,10103.15,Q3,4,Stayed,No,0,27,5004,Not Applicable,Not Applicable
3420-ZDBMA,United States,California,Brea,92821,33.930199,-117.862898,34055,78,Male,No,Yes,No,No,0,No,0,5,Offer E,Yes,17.13,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,71.45,371.6,0,0,85.65,457.25,Q3,4,Stayed,No,0,36,5171,Not Applicable,Not Applicable
3398-GCPMU,United States,California,Fullerton,92833,33.877639,-117.961212,46105,74,Female,No,Yes,Yes,No,0,Yes,4,72,Offer A,Yes,5.77,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,89.55,6448.85,0,0,415.44,6864.29,Q3,3,Stayed,No,0,25,4993,Not Applicable,Not Applicable
1013-QCWAM,United States,California,Garden Grove,92841,33.786738,-117.982564,31428,73,Female,No,Yes,Yes,No,0,No,0,66,Offer A,Yes,28.06,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,100.8,6690.75,0,0,1851.96,8542.71,Q3,4,Stayed,No,0,32,5469,Not Applicable,Not Applicable
0336-PIKEI,United States,California,Orange,92869,33.792791,-117.789749,37916,69,Male,No,Yes,Yes,No,0,Yes,7,72,Offer A,Yes,5.27,No,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0,140,379.44,5880.19,Q3,4,Stayed,No,0,58,5590,Not Applicable,Not Applicable
7322-OCWHC,United States,California,Placentia,92870,33.881158,-117.854783,48170,73,Male,No,Yes,Yes,No,0,Yes,10,72,Offer A,Yes,1.34,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,93.05,6735.05,0,0,96.48,6831.53,Q3,3,Stayed,No,0,39,4988,Not Applicable,Not Applicable
5732-IKGQH,United States,California,Camarillo,93012,34.205504,-118.993111,24945,79,Male,No,Yes,Yes,No,0,Yes,5,52,None,Yes,39,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.45,5481.25,0,0,2028,7509.25,Q3,3,Stayed,No,0,78,5490,Not Applicable,Not Applicable
0093-EXYQL,United States,California,Ojai,93023,34.581308,-118.931948,21633,72,Female,No,Yes,No,No,0,No,0,40,None,Yes,44.14,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,3673.6,0,0,1765.6,5439.2,Q3,3,Stayed,No,0,59,5742,Not Applicable,Not Applicable
9168-INPSZ,United States,California,Port Hueneme,93041,34.110124,-119.100972,25634,75,Female,No,Yes,Yes,No,0,Yes,10,44,None,Yes,20.83,Yes,Yes,Fiber Optic,9,No,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.15,4495.65,0,0,916.52,5412.17,Q3,4,Stayed,No,0,32,2944,Not Applicable,Not Applicable
0015-UOCOJ,United States,California,Simi Valley,93063,34.296813,-118.685703,49027,68,Female,No,Yes,No,No,0,No,0,7,Offer E,Yes,10.53,No,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,48.2,340.35,0,0,73.71,414.06,Q3,3,Stayed,No,0,34,5525,Not Applicable,Not Applicable
5334-AFQJB,United States,California,Simi Valley,93065,34.269449,-118.768471,64802,66,Male,No,Yes,No,No,0,No,0,72,Offer A,Yes,2.37,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1789.9,0,0,170.64,1960.54,Q3,5,Stayed,No,0,74,5751,Not Applicable,Not Applicable
2754-SDJRD,United States,California,Somis,93066,34.297628,-119.014627,2966,74,Female,No,Yes,No,No,0,No,0,8,Offer E,Yes,39.86,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.15,908.55,0,0,318.88,1227.43,Q3,4,Stayed,No,0,42,5157,Not Applicable,Not Applicable
1465-LNTLJ,United States,California,Santa Barbara,93109,34.406256,-119.726936,10986,78,Male,No,Yes,Yes,No,0,Yes,7,8,Offer E,Yes,25.57,No,Yes,Cable,12,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.4,581.7,0,0,204.56,786.26,Q3,5,Stayed,No,0,78,4537,Not Applicable,Not Applicable
4706-DGAHW,United States,California,California Hot Springs,93207,35.865795,-118.69759,226,73,Male,No,Yes,No,No,0,No,0,1,Offer E,Yes,49.34,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,0,0,49.34,94.54,Q3,3,Joined,No,0,44,4576,Not Applicable,Not Applicable
8552-OBVRU,United States,California,Ivanhoe,93235,36.385818,-119.224243,4517,79,Female,No,Yes,Yes,Yes,3,Yes,6,48,None,Yes,13.4,No,Yes,Fiber Optic,75,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,0,0,643.2,5711.25,Q3,3,Stayed,No,0,71,3847,Not Applicable,Not Applicable
9776-OJUZI,United States,California,Lost Hills,93249,35.637715,-119.893068,2502,69,Female,No,Yes,No,No,0,No,0,65,None,Yes,32.41,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,0,0,2106.65,8329.95,Q3,4,Stayed,No,0,62,4168,Not Applicable,Not Applicable
0869-PAPRP,United States,California,Pixley,93256,35.957019,-119.330928,4198,68,Female,No,Yes,Yes,No,0,Yes,4,26,None,Yes,46.24,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.7,2067,0,0,1202.24,3269.24,Q3,3,Stayed,No,0,23,3935,Not Applicable,Not Applicable
4238-JSSWH,United States,California,Porterville,93257,36.008958,-118.891593,65566,70,Female,No,Yes,Yes,No,0,Yes,1,35,None,Yes,45.13,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.05,3452.55,0,0,1579.55,5032.1,Q3,5,Stayed,No,0,35,3199,Not Applicable,Not Applicable
9121-PHQSR,United States,California,Stratford,93266,36.175255,-119.813805,1729,69,Male,No,Yes,Yes,No,0,Yes,6,16,Offer D,Yes,48.41,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.05,1391.15,0,0,774.56,2165.71,Q3,4,Stayed,No,0,80,3739,Not Applicable,Not Applicable
9796-MVYXX,United States,California,Weldon,93283,35.55647,-118.244914,1935,75,Female,No,Yes,No,No,0,No,0,14,Offer D,No,0,No,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,692.35,0,0,0,692.35,Q3,4,Stayed,No,0,47,3162,Not Applicable,Not Applicable
7268-IGMFD,United States,California,Avila Beach,93424,35.186644,-120.728305,812,75,Male,No,Yes,No,No,0,No,0,18,Offer D,Yes,1.92,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,1743.9,0,0,34.56,1778.46,Q3,4,Stayed,No,0,47,3728,Not Applicable,Not Applicable
0013-SMEOE,United States,California,Lompoc,93437,34.757477,-120.550507,6165,67,Female,No,Yes,Yes,No,0,Yes,1,71,Offer A,Yes,9.96,No,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,0,0,707.16,8611.41,Q3,3,Stayed,No,0,26,5011,Not Applicable,Not Applicable
2573-GYRUU,United States,California,San Miguel,93451,35.886767,-120.608661,2666,65,Male,No,Yes,Yes,No,0,Yes,1,48,None,Yes,25.19,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,4370.75,0,0,1209.12,5579.87,Q3,4,Stayed,No,0,60,3594,Not Applicable,Not Applicable
6486-LHTMA,United States,California,California City,93505,35.151491,-117.927597,8316,67,Female,No,Yes,Yes,No,0,Yes,1,31,None,Yes,44.26,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.7,2835.5,0,0,1372.06,4207.56,Q3,3,Stayed,No,0,34,2364,Not Applicable,Not Applicable
4083-BFNYK,United States,California,Acton,93510,34.501452,-118.207862,7831,74,Female,No,Yes,Yes,No,0,Yes,1,38,None,Yes,49.82,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,95,3591.25,0,70,1893.16,5554.41,Q3,4,Stayed,No,0,71,5148,Not Applicable,Not Applicable
1089-HDMKP,United States,California,Bridgeport,93517,38.184583,-119.286558,826,72,Male,No,Yes,No,Yes,1,No,0,11,None,Yes,11.86,No,Yes,Cable,23,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,601.25,0,0,130.46,731.71,Q3,4,Stayed,No,0,40,4143,Not Applicable,Not Applicable
0141-YEAYS,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,77,Female,No,Yes,No,No,0,No,0,27,None,Yes,2.97,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,0,0,80.19,2481.24,Q3,4,Stayed,No,0,77,5990,Not Applicable,Not Applicable
9603-OAIHC,United States,California,Palmdale,93551,34.613476,-118.256358,34045,72,Male,No,Yes,No,No,0,No,0,1,Offer E,Yes,2.97,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.05,70.05,0,0,2.97,73.02,Q3,3,Joined,No,0,51,2469,Not Applicable,Not Applicable
8406-LNMHF,United States,California,Temecula,92592,33.507255,-117.029473,46171,75,Male,No,Yes,Yes,No,0,Yes,10,59,None,Yes,4.21,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95,4903.15,0,0,248.39,5151.54,Q3,4,Stayed,No,0,61,5295,Not Applicable,Not Applicable
0023-UYUPN,United States,California,Ahwahnee,93601,37.375816,-119.739935,1968,79,Female,No,Yes,Yes,No,0,No,0,50,None,Yes,31.43,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,1306.3,0,0,1571.5,2877.8,Q3,3,Stayed,No,0,61,4015,Not Applicable,Not Applicable
6360-SVNWV,United States,California,Big Creek,93605,37.17277,-119.2997,273,72,Female,No,Yes,No,No,0,No,0,31,None,Yes,47.48,No,Yes,Fiber Optic,8,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,2094.65,0,0,1471.88,3566.53,Q3,3,Stayed,No,0,39,2057,Not Applicable,Not Applicable
9050-IKDZA,United States,California,Clovis,93611,36.917652,-119.593757,46858,66,Female,No,Yes,No,No,0,No,0,2,None,Yes,24.95,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.5,162.55,0,0,49.9,212.45,Q3,4,Joined,No,0,59,4267,Not Applicable,Not Applicable
1197-BVMVG,United States,California,Friant,93626,37.027663,-119.69056,1125,65,Female,No,Yes,No,No,0,No,0,4,None,Yes,4.29,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,0,0,17.16,311.61,Q3,3,Stayed,No,0,50,4093,Not Applicable,Not Applicable
5198-EFNBM,United States,California,Kingsburg,93631,36.478239,-119.52137,14088,66,Male,No,Yes,Yes,No,0,Yes,10,57,None,Yes,46.62,No,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,5199.8,0,0,2657.34,7857.14,Q3,4,Stayed,No,0,23,5636,Not Applicable,Not Applicable
7516-GMHUV,United States,California,Lakeshore,93634,37.290606,-119.216328,52,77,Male,No,Yes,Yes,No,0,Yes,1,50,None,Yes,40.9,Yes,Yes,Fiber Optic,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.05,5163.3,0,0,2045,7208.3,Q3,4,Stayed,No,0,40,5324,Not Applicable,Not Applicable
6614-YWYSC,United States,California,Sultana,93666,36.545353,-119.338535,306,68,Male,No,Yes,Yes,No,0,Yes,5,61,None,Yes,19.14,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,1501.75,0,0,1167.54,2669.29,Q3,3,Stayed,No,0,78,6421,Not Applicable,Not Applicable
8735-SDUFN,United States,California,Salinas,93908,36.624338,-121.615669,13027,65,Female,No,Yes,Yes,No,0,Yes,5,72,Offer A,Yes,8.68,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,1778.7,0,0,624.96,2403.66,Q3,5,Stayed,No,0,55,4397,Not Applicable,Not Applicable
7016-NVRIC,United States,California,Chualar,93925,36.596271,-121.442274,1140,73,Male,No,Yes,Yes,No,0,Yes,10,29,None,Yes,32.03,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,0,0,928.87,3585.57,Q3,3,Stayed,No,0,55,3553,Not Applicable,Not Applicable
9825-YCXWZ,United States,California,Loma Mar,94021,37.266388,-122.26308,148,69,Female,No,Yes,No,No,0,No,0,41,None,Yes,14.61,No,Yes,Fiber Optic,9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4016.2,0,0,599.01,4615.21,Q3,5,Stayed,No,0,38,2227,Not Applicable,Not Applicable
